Timestamp,Latitude,Longitude,Location,Elvation,Soil_pH,Soil_moisture,Soil_Condition,Treatment(pH)/Ton/per/acr),,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.6,65%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.4,56%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.3,76%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.3,86%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.5,65%,Good,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5.3,45%,Bad,6.4,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.4,54%,Good,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5.9,54%,Good,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.4,34%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.5,62%,Good,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4,43%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.3,34%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5,45%,Bad,7.3,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.7,55%,Good,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5.2,54%,Bad,6.4,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5.3,32%,Bad,6,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5,23%,Bad,7.3,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.2,43%,Good,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,6.5,42%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,51m,6.2,42%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.2,34%,Bad,6.4,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,55%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.6,43%,Bad,4.6,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,45%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.7,65%,Bad,4.2,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.3,65%,Bad,6,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.3,67%,Bad,6,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.7,67%,Bad,4.2,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.6,87%,Bad,4.6,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.6,78%,Bad,4.6,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.1,66%,Bad,6.9,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.5,65%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.3,65%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,78%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,78%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,67%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5,65%,Bad,7.3,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6,75%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.2,67%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,80%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,66%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.1,65%,Bad,6.9,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.2,76%,Bad,6.4,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.4,65%,Bad,5.1,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.5,34%,Bad,5.1,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.1,45%,Bad,6.9,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,4.5,67%,Bad,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,8.7,54%,Bad,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.5,80%,Bad,5.1,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,67%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.2,54%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,4.9,32%,Bad,7.7,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.5,44%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.1,32%,Bad,6.9,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.3,43%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,62%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.5,52%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.7,34%,Bad,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.2,55%,Bad,6.4,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,43%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.3,54%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.3,56%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,76%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.7,76%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,45%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6.3,86%,Bad,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.4,67%,Bad,5.5,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,6,56%,Good,None,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.1,54%,Bad,6.9,,,,,,,,,,,
10/11/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,65%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,44%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,70%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,65%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,67%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,45%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.2,56%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.7,23%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.8,32%,Bad,8.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.8,45%,Bad,8.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.2,32%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.1,21%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,44%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4,44%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.6,56%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,3.9,45%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.3,55%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,76%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,55%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6,78%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,66%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,78%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,65%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,45%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.2,43%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,78%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.3,68%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,3.7,88%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,3.9,55%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,3.7,54%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.9,56%,Bad,7.7,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.6,54%,Bad,4.6,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5,33%,Bad,7.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.8,32%,Bad,8.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.7,32%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.8,43%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,55%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.9,65%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,76%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.2,46%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5,66%,Bad,7.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.9,56%,Bad,7.7,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5,67%,Bad,7.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.8,78%,Bad,8.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.8,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.2,34%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,7.3,34%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,56%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4,77%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.6,89%,Bad,4.6,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,9.5,67%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.3,76%,Bad,6,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.5,53%,Bad,5.1,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,8.1,45%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.8,64%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,56%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,3,64%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.4,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6,65%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.6,54%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.5,45%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6,66%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6,65%,Good,None,,,,,,,0,,,,6
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,67%,Good,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5,66%,Bad,7.3,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.2,55%,Bad,6.4,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.2,54%,Bad,6.4,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.3,78%,Bad,6,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.3,66%,Bad,6,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,5.3,55%,Bad,6,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,4.7,34%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.2,34%,Bad,None,,,,,,,,,,,
11/18/2022,7.9403,81.0188,Polonnaruwa51m,,6.1,23%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.1,23%,Bad,6.9,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,42%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,7,56%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,67%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.2,66%,Bad,6.4,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.3,77%,Bad,6,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.1,65%,Bad,6.9,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.4,45%,Bad,5.5,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.1,54%,Bad,6.9,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.4,44%,Bad,5.5,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.8,56%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,67%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,76%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.9,87%,Bad,7.7,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.7,67%,Bad,4.2,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.7,76%,Bad,4.2,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,87%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,66%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.6,76%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.7,67%,Bad,4.2,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.9,88%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.7,77%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,67%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.1,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.9,56%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.6,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.9,66%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.2,54%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.4,45%,Bad,5.5,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.3,54%,Bad,6,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.7,55%,Bad,4.2,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.1,56%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4,77%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,66%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.8,56%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,3.6,45%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.2,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.7,55%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.7,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.1,45%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.9,54%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.8,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,56%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.9,45%,Bad,7.7,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5,45%,Bad,7.3,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.4,34%,Bad,5.5,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6,44%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6,56%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.7,35%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.6,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.2,45%,Bad,6.4,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.1,87%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.6,66%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.7,55%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.5,65%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.4,43%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5,65%,Bad,7.3,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.8,44%,Bad,8.3,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.6,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,4.3,23%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,3.8,24%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,43%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.2,53%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.4,32%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,7.2,23%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.8,66%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.2,46%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.1,67%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.1,47%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,76%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,7,76%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,65%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,45%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,45%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.1,67%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,75%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.7,65%,Bad,4.2,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.7,76%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.2,76%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,3,87%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.1,87%,Bad,6.9,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.3,66%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.2,55%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,7.4,45%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,7.2,45%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,7.1,43%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.7,55%,Good,,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.4,44%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.6,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6,54%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.8,34%,Bad,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.5,54%,Bad,5.1,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5,55%,Bad,7.3,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,5.3,56%,Bad,6,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.5,44%,Good,None,,,,,,,,,,,
11/25/2022,5.9496,80.5469,Mathara,2m,6.2,78%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.5,66%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5.8,67%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.1,65%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.6,76%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5.8,65%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.3,76%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5.7,56%,Bad,4.2,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5.1,77%,Bad,6.9,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.9,65%,Bad,7.7,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5.3,55%,Bad,6,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.5,44%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.3,56%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.3,54%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.1,43%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.5,54%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5.4,65%,Bad,5.5,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.6,76%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.6,87%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.2,79%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,5,76%,Bad,7.3,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,7.2,66%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.9,45%,Bad,7.7,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,4.4,45%,Bad,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.1,56%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.6,45%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.6,44%,Good,None,,,,,,,,,,,
11/27/2022,6.0159,80.5547,Mathara,3m,6.7,32%,Bad,None,,,,,,,,,,,
